uid,domainID,siteID,namedLocation,sampleID,sampleCode,startDate,collectDate,laboratoryName,analyte,analyteConcentration,analyteUnits,belowDetectionQF,coolerTemp,remarks,shipmentWarmQF,externalLabDataQF,sampleCondition,publicationDate,release
f32000b0-4ecd-43cb-9a86-93a1cceb6bff,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210202.FIL.3,A00000114451,2021-02-02T15:55Z,2021-02-02T15:55Z,EcoCore_CSU,SO4,2.6321,milligramsPerLiter,"",3.9,"",0,,OK,20220509T142117Z,PROVISIONAL
34b34b98-0079-4a99-87e3-acbf80c8771a,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210202.FIL.2,A00000117235,2021-02-02T15:55Z,2021-02-02T15:55Z,EcoCore_CSU,Br,0.005,milligramsPerLiter,"",3.9,"",0,,OK,20220509T142117Z,PROVISIONAL
13341359-76c7-471c-846f-e8c87510de24,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210202.FIL.3,A00000114451,2021-02-02T15:55Z,2021-02-02T15:55Z,EcoCore_CSU,Cl,0.7111,milligramsPerLiter,"",3.9,"",0,,OK,20220509T142117Z,PROVISIONAL
f029d863-80d2-4668-9614-306a0af220ab,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210202.RAW.2,A00000117218,2021-02-02T15:55Z,2021-02-02T15:55Z,EcoCore_CSU,pH,8.3,pH,"",3.9,"",0,,OK,20220509T142117Z,PROVISIONAL
8047d07a-9ee5-4e61-b9b1-cd4784ffb23f,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210202.RAW,A00000114445,2021-02-02T15:55Z,2021-02-02T15:55Z,EcoCore_CSU,pH,8.31,pH,"",3.9,"",0,,OK,20220509T142117Z,PROVISIONAL
c1cd52da-0b18-4489-9149-977b8fc06cb9,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210202.RAW.2,A00000117218,2021-02-02T15:55Z,2021-02-02T15:55Z,EcoCore_CSU,TSS,0,milligramsPerLiter,"",3.9,TSS vol in ml = 10,0,,OK,20220509T142117Z,PROVISIONAL
2e047b2f-d9f9-4f41-be51-a76489e4a68b,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210202.RAW,A00000114445,2021-02-02T15:55Z,2021-02-02T15:55Z,EcoCore_CSU,TSS,10,milligramsPerLiter,"",3.9,TSS vol in ml = 20,0,,OK,20220509T142117Z,PROVISIONAL
4b7d82cf-0486-4e4b-8cba-be909268aa9f,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210202.RAW.3,A00000117199,2021-02-02T15:55Z,2021-02-02T15:55Z,EcoCore_CSU,pH,7.74,pH,"",3.9,"",0,,OK,20220509T142117Z,PROVISIONAL
2f62d318-7fff-43f7-b15d-c4ab7aed3b87,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210202.RAW.3,A00000117199,2021-02-02T15:55Z,2021-02-02T15:55Z,EcoCore_CSU,TSS,5,milligramsPerLiter,"",3.9,TSS vol in ml = 20,0,,OK,20220509T142117Z,PROVISIONAL
9b4913ae-3dab-436c-accc-c1a5df7ee68c,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210202.RAW.2,A00000117218,2021-02-02T15:55Z,2021-02-02T15:55Z,EcoCore_CSU,TOC,2.002,milligramsPerLiter,"",3.9,"",0,,OK,20220509T142117Z,PROVISIONAL
35937a15-bc27-4ac2-b498-fa340fd82bbf,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210202.RAW.2,A00000117218,2021-02-02T15:55Z,2021-02-02T15:55Z,EcoCore_CSU,TN,0.2338,milligramsPerLiter,"",3.9,"",0,,OK,20220509T142117Z,PROVISIONAL
e1364bc2-7a11-40fc-bc52-8d4081353ed7,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210202.RAW,A00000114445,2021-02-02T15:55Z,2021-02-02T15:55Z,EcoCore_CSU,TN,0.2258,milligramsPerLiter,"",3.9,"",0,,OK,20220509T142117Z,PROVISIONAL
b39131da-885e-40c2-96ed-23fa93b7b5b6,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210202.RAW,A00000114445,2021-02-02T15:55Z,2021-02-02T15:55Z,EcoCore_CSU,TOC,2.155,milligramsPerLiter,"",3.9,"",0,,OK,20220509T142117Z,PROVISIONAL
ddc3a5b1-4f3c-4455-be19-27fce2ae292f,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210202.RAW.3,A00000117199,2021-02-02T15:55Z,2021-02-02T15:55Z,EcoCore_CSU,TOC,2.132,milligramsPerLiter,"",3.9,"",0,,OK,20220509T142117Z,PROVISIONAL
9ed77aed-7a4d-417e-a020-aeb3843cc6fc,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210202.RAW.3,A00000117199,2021-02-02T15:55Z,2021-02-02T15:55Z,EcoCore_CSU,TN,0.2449,milligramsPerLiter,"",3.9,"",0,,OK,20220509T142117Z,PROVISIONAL
4aeb5c54-21ff-48be-aa7b-4c462bc3aebd,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210202.FIL.2,A00000117235,2021-02-02T15:55Z,2021-02-02T15:55Z,EcoCore_CSU,UV Absorbance (254 nm),0.061,"","",3.9,"",0,,OK,20220509T142117Z,PROVISIONAL
526d5460-0dbf-4c17-83b6-257b6389adca,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210202.FIL.3,A00000114451,2021-02-02T15:55Z,2021-02-02T15:55Z,EcoCore_CSU,UV Absorbance (254 nm),0.058,"","",3.9,"",0,,OK,20220509T142117Z,PROVISIONAL
e4deff20-a122-488b-a74a-9151f6ba4fc4,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210202.FIL,A00000117217,2021-02-02T15:55Z,2021-02-02T15:55Z,EcoCore_CSU,UV Absorbance (280 nm),0.0471,"","",3.9,"",0,,OK,20220509T142117Z,PROVISIONAL
a3f562df-b847-4f45-b049-cd97289318bf,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210202.FIL.3,A00000114451,2021-02-02T15:55Z,2021-02-02T15:55Z,EcoCore_CSU,UV Absorbance (280 nm),0.0428,"","",3.9,"",0,,OK,20220509T142117Z,PROVISIONAL
caceb313-f570-4084-b293-9da7d9fb537b,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210202.FIL,A00000117217,2021-02-02T15:55Z,2021-02-02T15:55Z,EcoCore_CSU,UV Absorbance (254 nm),0.0665,"","",3.9,"",0,,OK,20220509T142117Z,PROVISIONAL
f3667411-2552-4c1e-b7f5-953e6ab2ee7b,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210202.FIL.2,A00000117235,2021-02-02T15:55Z,2021-02-02T15:55Z,EcoCore_CSU,UV Absorbance (280 nm),0.044,"","",3.9,"",0,,OK,20220509T142117Z,PROVISIONAL
81f4f47f-04bc-4108-ad43-827b3400ed64,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210302.FIL,A00000114447,2021-03-02T17:30Z,2021-03-02T17:30Z,EcoCore_CSU,HCO3,23.2232,milligramsPerLiter,"",1.7,"",0,,OK,20220509T143505Z,PROVISIONAL
badacb69-2a3e-449a-8d0c-e34b072e61f8,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210302.FIL,A00000114447,2021-03-02T17:30Z,2021-03-02T17:30Z,EcoCore_CSU,F,0.3982,milligramsPerLiter,"",1.7,"",0,,OK,20220509T143505Z,PROVISIONAL
ccbcaf5c-50b9-47ea-8d3e-60a36f36f9f7,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210302.FIL,A00000114447,2021-03-02T17:30Z,2021-03-02T17:30Z,EcoCore_CSU,SO4,2.5981,milligramsPerLiter,"",1.7,"",0,,OK,20220509T143505Z,PROVISIONAL
c54b86f9-7d71-443f-99cb-c060bcac148a,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210302.FIL,A00000114447,2021-03-02T17:30Z,2021-03-02T17:30Z,EcoCore_CSU,Cl,0.836,milligramsPerLiter,"",1.7,"",0,,OK,20220509T143505Z,PROVISIONAL
db28abde-dd2a-4b89-97d6-e6df9d18e48b,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210302.FIL,A00000114447,2021-03-02T17:30Z,2021-03-02T17:30Z,EcoCore_CSU,Br,0.005,milligramsPerLiter,"",1.7,"",0,,OK,20220509T143505Z,PROVISIONAL
07916726-c298-4ebf-bfde-1ab2d8ce20cb,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210302.FIL,A00000114447,2021-03-02T17:30Z,2021-03-02T17:30Z,EcoCore_CSU,Ca,8.585,milligramsPerLiter,"",1.7,"",0,,OK,20220509T143505Z,PROVISIONAL
5f463b1d-0fa2-4165-9652-6be844e101e1,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210302.FIL,A00000114447,2021-03-02T17:30Z,2021-03-02T17:30Z,EcoCore_CSU,Si,10.15,milligramsPerLiter,"",1.7,"",0,,OK,20220509T143505Z,PROVISIONAL
5f4eb868-f474-47d7-aee9-70e211cf74e6,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210302.FIL,A00000114447,2021-03-02T17:30Z,2021-03-02T17:30Z,EcoCore_CSU,Mn,5e-04,milligramsPerLiter,"",1.7,"",0,,OK,20220509T143505Z,PROVISIONAL
661c42e0-7b0d-471b-a8ad-4ec68ec6112c,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210302.FIL,A00000114447,2021-03-02T17:30Z,2021-03-02T17:30Z,EcoCore_CSU,K,0.357,milligramsPerLiter,"",1.7,"",0,,OK,20220509T143505Z,PROVISIONAL
b3e9d1b9-e7ca-4d0d-b579-2dbeb713b209,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210302.FIL,A00000114447,2021-03-02T17:30Z,2021-03-02T17:30Z,EcoCore_CSU,Na,2.864,milligramsPerLiter,"",1.7,"",0,,OK,20220509T143505Z,PROVISIONAL
150923d1-a661-45f2-8cea-885bcb30c449,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210302.FIL,A00000114447,2021-03-02T17:30Z,2021-03-02T17:30Z,EcoCore_CSU,Fe,0.097,milligramsPerLiter,"",1.7,"",0,,OK,20220509T143505Z,PROVISIONAL
4fd98644-23a0-45b7-ac9a-5153a1d795d3,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210302.FIL,A00000114447,2021-03-02T17:30Z,2021-03-02T17:30Z,EcoCore_CSU,Mg,3.569,milligramsPerLiter,"",1.7,"",0,,OK,20220509T143505Z,PROVISIONAL
4b883c22-bf10-40a2-af1f-40766dbfb9d8,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210302.RAW,A00000117197,2021-03-02T17:30Z,2021-03-02T17:30Z,EcoCore_CSU,pH,7.6,pH,"",1.7,"",0,,OK,20220509T143505Z,PROVISIONAL
a9a75fd7-3598-431e-84bd-cad50dde11a0,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210302.RAW,A00000117197,2021-03-02T17:30Z,2021-03-02T17:30Z,EcoCore_CSU,TSS,2,milligramsPerLiter,"",1.7,TSS vol in ml = 100,0,,OK,20220509T143505Z,PROVISIONAL
33542e0b-63f8-4aa5-8e22-f8d9b10cbe69,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210302.FIL,A00000114447,2021-03-02T17:30Z,2021-03-02T17:30Z,EcoCore_CSU,UV Absorbance (254 nm),0.0644,"","",1.7,"",0,,OK,20220509T143505Z,PROVISIONAL
78007825-ec33-41e5-ba8b-c3ad9569c335,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210302.FIL,A00000114447,2021-03-02T17:30Z,2021-03-02T17:30Z,EcoCore_CSU,UV Absorbance (280 nm),0.0483,"","",1.7,"",0,,OK,20220509T143505Z,PROVISIONAL
5e7003f2-34dc-4c7e-8914-42cdf9d65593,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210302.FIL,A00000114447,2021-03-02T17:30Z,2021-03-02T17:30Z,EcoCore_CSU,TDN,0.2442,milligramsPerLiter,"",1.7,"",0,,OK,20220509T143505Z,PROVISIONAL
990824e1-ca10-4882-9e86-087a821fe45a,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210302.FIL,A00000114447,2021-03-02T17:30Z,2021-03-02T17:30Z,EcoCore_CSU,DIC,16.07,milligramsPerLiter,"",1.7,"",0,,OK,20220509T143505Z,PROVISIONAL
5e49fb54-10a7-4837-9498-c5d420732c4f,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210302.RAW,A00000117197,2021-03-02T17:30Z,2021-03-02T17:30Z,EcoCore_CSU,TN,0.1491,milligramsPerLiter,"",1.7,"",0,,OK,20220509T143505Z,PROVISIONAL
6f08d744-fbe1-454e-a6bd-94535423d1ed,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210302.FIL,A00000114447,2021-03-02T17:30Z,2021-03-02T17:30Z,EcoCore_CSU,DOC,1.955,milligramsPerLiter,"",1.7,"",0,,OK,20220509T143505Z,PROVISIONAL
0d7e6a0f-ec5a-49d0-b8cf-4527a3dee75d,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210302.RAW,A00000117197,2021-03-02T17:30Z,2021-03-02T17:30Z,EcoCore_CSU,TOC,2.216,milligramsPerLiter,"",1.7,"",0,,OK,20220509T143505Z,PROVISIONAL
cb3fc407-321b-4247-8363-8a317ea1f9af,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210302.FIL,A00000114447,2021-03-02T17:30Z,2021-03-02T17:30Z,EcoCore_CSU,CO3,0.005,milligramsPerLiter,"",1.7,"",0,,OK,20220509T143505Z,PROVISIONAL
f11ec6d1-b84d-4ec4-b1e5-7c3ef006cee9,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210302.FIL.NUT,B00000115795,2021-03-02T17:30Z,2021-03-02T17:30Z,Florida International University,TDP,0.0431,milligramsPerLiter,"",-1,"",0,,OK,20220509T143505Z,PROVISIONAL
71866fc7-221c-4386-aa3c-2c489a5acd71,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210302.FIL.NUT,B00000115795,2021-03-02T17:30Z,2021-03-02T17:30Z,Florida International University,NO3+NO2 - N,0.1211,milligramsPerLiter,"",-1,"",0,,OK,20220509T143505Z,PROVISIONAL
9f3e22b4-ced9-437c-853a-9db91ae113c6,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210302.FIL.NUT,B00000115795,2021-03-02T17:30Z,2021-03-02T17:30Z,Florida International University,NO2 - N,4e-04,milligramsPerLiter,"",-1,"",0,,OK,20220509T143505Z,PROVISIONAL
c5e4cefa-ca18-41b5-a0dd-c5bbe6780fd3,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210302.FIL.NUT,B00000115795,2021-03-02T17:30Z,2021-03-02T17:30Z,Florida International University,NH4 - N,0.0048,milligramsPerLiter,"",-1,"",0,,OK,20220509T143505Z,PROVISIONAL
a5c2dc0a-2a43-41d0-abdc-86692ab16df5,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210302.RAW.NUT,B00000115794,2021-03-02T17:30Z,2021-03-02T17:30Z,Florida International University,TP,0.049,milligramsPerLiter,"",-1,"",0,,OK,20220509T143505Z,PROVISIONAL
c55a22a9-982f-4ee0-8f24-9e5d8d0099cd,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210302.FIL.NUT,B00000115795,2021-03-02T17:30Z,2021-03-02T17:30Z,Florida International University,Ortho - P,0.0359,milligramsPerLiter,"",-1,"",0,,OK,20220509T143505Z,PROVISIONAL
d5d5ff96-4ed7-4c23-90a3-65c5db2c8ecb,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210315.FIL.NUT,B00000038928,2021-03-15T16:55Z,2021-03-15T16:55Z,Florida International University,NO2 - N,0.0011,milligramsPerLiter,"",-1,"",0,,OK,20220509T143505Z,PROVISIONAL
407a5143-e4b0-4d3e-86cd-f048c0db3e86,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210315.FIL.NUT,B00000038928,2021-03-15T16:55Z,2021-03-15T16:55Z,Florida International University,NH4 - N,0.002,milligramsPerLiter,BDL,-1,"",0,,OK,20220509T143505Z,PROVISIONAL
edb450f4-a3bc-44d4-aa1c-49810ecd44ee,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210315.FIL.NUT,B00000038928,2021-03-15T16:55Z,2021-03-15T16:55Z,Florida International University,Ortho - P,0.0338,milligramsPerLiter,"",-1,"",0,,OK,20220509T143505Z,PROVISIONAL
0fd0b5fe-bd61-4cf1-a2b9-62c8c488e91e,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210315.FIL.NUT,B00000038928,2021-03-15T16:55Z,2021-03-15T16:55Z,Florida International University,TDP,0.0424,milligramsPerLiter,"",-1,"",0,,OK,20220509T143505Z,PROVISIONAL
cb7c8c44-4e55-4e6d-9a58-b9978f998789,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210315.FIL.NUT,B00000038928,2021-03-15T16:55Z,2021-03-15T16:55Z,Florida International University,NO3+NO2 - N,0.1027,milligramsPerLiter,"",-1,"",0,,OK,20220509T143505Z,PROVISIONAL
803cae95-ce3a-41a1-815b-7eb19222d203,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210315.RAW.NUT,B00000038929,2021-03-15T16:55Z,2021-03-15T16:55Z,Florida International University,TP,0.0444,milligramsPerLiter,"",-1,"",0,,OK,20220509T143505Z,PROVISIONAL
189f8d0b-c320-43ca-8d24-dc6c64ad7f69,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210315.FIL,A00000117216,2021-03-15T16:55Z,2021-03-15T16:55Z,EcoCore_CSU,HCO3,25.2252,milligramsPerLiter,"",1.9,"",0,,OK,20220509T143505Z,PROVISIONAL
9a64af7b-25a1-4f19-a120-56efcfda1126,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210315.FIL,A00000117216,2021-03-15T16:55Z,2021-03-15T16:55Z,EcoCore_CSU,CO3,0.005,milligramsPerLiter,"",1.9,"",0,,OK,20220509T143505Z,PROVISIONAL
178356c4-4b42-467f-acec-0367f44e5266,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210315.FIL,A00000117216,2021-03-15T16:55Z,2021-03-15T16:55Z,EcoCore_CSU,F,0.2671,milligramsPerLiter,"",1.9,"",0,,OK,20220509T143505Z,PROVISIONAL
399a643f-cf00-4409-a69c-4414102e1e83,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210315.FIL,A00000117216,2021-03-15T16:55Z,2021-03-15T16:55Z,EcoCore_CSU,Cl,0.966,milligramsPerLiter,"",1.9,"",0,,OK,20220509T143505Z,PROVISIONAL
d04f100f-7443-4a3c-94f1-8c2781b80977,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210315.FIL,A00000117216,2021-03-15T16:55Z,2021-03-15T16:55Z,EcoCore_CSU,SO4,2.551,milligramsPerLiter,"",1.9,"",0,,OK,20220509T143505Z,PROVISIONAL
7740c536-2ca8-420a-b21f-dbbd900ba66a,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210315.FIL,A00000117216,2021-03-15T16:55Z,2021-03-15T16:55Z,EcoCore_CSU,Br,0.005,milligramsPerLiter,"",1.9,"",0,,OK,20220509T143505Z,PROVISIONAL
c81f0190-670e-4886-a1ed-b170a5986bee,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210315.FIL,A00000117216,2021-03-15T16:55Z,2021-03-15T16:55Z,EcoCore_CSU,Mg,5.568,milligramsPerLiter,"",1.9,"",0,,OK,20220509T143505Z,PROVISIONAL
dfbaf694-6036-4aac-890b-0be7aba3bc57,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210315.FIL,A00000117216,2021-03-15T16:55Z,2021-03-15T16:55Z,EcoCore_CSU,Si,16.98,milligramsPerLiter,"",1.9,"",0,,OK,20220509T143505Z,PROVISIONAL
53ea739e-fcc7-4eca-be7f-7275182b7945,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210315.FIL,A00000117216,2021-03-15T16:55Z,2021-03-15T16:55Z,EcoCore_CSU,Ca,13.11,milligramsPerLiter,"",1.9,"",0,,OK,20220509T143505Z,PROVISIONAL
c8f0bd79-4a87-43a8-b61d-3d589af665d7,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210315.FIL,A00000117216,2021-03-15T16:55Z,2021-03-15T16:55Z,EcoCore_CSU,Mn,5e-04,milligramsPerLiter,"",1.9,"",0,,OK,20220509T143505Z,PROVISIONAL
17a8e199-debf-417b-bf62-553199374515,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210315.FIL,A00000117216,2021-03-15T16:55Z,2021-03-15T16:55Z,EcoCore_CSU,K,1.704,milligramsPerLiter,"",1.9,"",0,,OK,20220509T143505Z,PROVISIONAL
1eaba508-ae39-4020-bfc2-0c6def2d28da,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210315.FIL,A00000117216,2021-03-15T16:55Z,2021-03-15T16:55Z,EcoCore_CSU,Na,6.89,milligramsPerLiter,"",1.9,"",0,,OK,20220509T143505Z,PROVISIONAL
e118431d-fff9-42f0-a31b-b26faad0410c,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210315.FIL,A00000117216,2021-03-15T16:55Z,2021-03-15T16:55Z,EcoCore_CSU,Fe,0.01,milligramsPerLiter,"",1.9,"",0,,OK,20220509T143505Z,PROVISIONAL
55d85f46-80b7-4866-a35b-c47219799a5b,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210315.RAW,A00000114424,2021-03-15T16:55Z,2021-03-15T16:55Z,EcoCore_CSU,TSS,3,milligramsPerLiter,"",1.9,TSS vol in ml = 100,0,,OK,20220509T143505Z,PROVISIONAL
4d3900ad-6974-45f5-b7cc-82fdefde2140,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210315.FIL,A00000117216,2021-03-15T16:55Z,2021-03-15T16:55Z,EcoCore_CSU,UV Absorbance (254 nm),0.0908,"","",1.9,"",0,,OK,20220509T143505Z,PROVISIONAL
6fcb5937-f691-4aca-a249-f1c3ec872642,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210315.FIL,A00000117216,2021-03-15T16:55Z,2021-03-15T16:55Z,EcoCore_CSU,UV Absorbance (280 nm),0.0699,"","",1.9,"",0,,OK,20220509T143505Z,PROVISIONAL
e7a7e9e5-8314-4858-85a4-559142f9d7fc,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210315.FIL,A00000117216,2021-03-15T16:55Z,2021-03-15T16:55Z,EcoCore_CSU,TDN,0.1895,milligramsPerLiter,"",1.9,"",0,,OK,20220509T143505Z,PROVISIONAL
f3134f2c-1269-4833-abea-65e06f0b4188,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210315.RAW,A00000114424,2021-03-15T16:55Z,2021-03-15T16:55Z,EcoCore_CSU,TOC,2.03,milligramsPerLiter,"",1.9,"",0,,OK,20220509T143505Z,PROVISIONAL
be3fb64b-7e78-4be9-a684-18a4d615f9d5,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210315.RAW,A00000114424,2021-03-15T16:55Z,2021-03-15T16:55Z,EcoCore_CSU,TN,0.1963,milligramsPerLiter,"",1.9,"",0,,OK,20220509T143505Z,PROVISIONAL
554b99c0-2820-4c04-9d49-9301260d6744,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210315.FIL,A00000117216,2021-03-15T16:55Z,2021-03-15T16:55Z,EcoCore_CSU,DOC,1.903,milligramsPerLiter,"",1.9,"",0,,OK,20220509T143505Z,PROVISIONAL
ca668b7f-2b90-4c76-92a1-3db10788dcee,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210315.FIL,A00000117216,2021-03-15T16:55Z,2021-03-15T16:55Z,EcoCore_CSU,DIC,16.39,milligramsPerLiter,"",1.9,"",0,,OK,20220509T143505Z,PROVISIONAL
3596c75f-6d97-42a0-9220-dcc7f26d55f2,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210512.RAW.NUT,B00000038476,2021-05-12T19:31Z,2021-05-12T19:31Z,Florida International University,TP,0.0468,milligramsPerLiter,"",-1,"",0,,OK,20220509T142322Z,PROVISIONAL
eb1808aa-d7cd-4cae-aba3-d954152f3050,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210512.FIL.NUT,B00000115796,2021-05-12T19:31Z,2021-05-12T19:31Z,Florida International University,NH4 - N,0.0011,milligramsPerLiter,BDL,-1,"",0,,OK,20220509T142322Z,PROVISIONAL
b3e1938a-26ba-41d4-a959-2e98959f79ed,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210512.FIL.NUT,B00000115796,2021-05-12T19:31Z,2021-05-12T19:31Z,Florida International University,NO2 - N,0.0016,milligramsPerLiter,"",-1,"",0,,OK,20220509T142322Z,PROVISIONAL
cbc1ad6c-c19b-4e6d-a4ee-ed0ef6e3c394,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210512.FIL.NUT,B00000115796,2021-05-12T19:31Z,2021-05-12T19:31Z,Florida International University,NO3+NO2 - N,0.002,milligramsPerLiter,"",-1,"",0,,OK,20220509T142322Z,PROVISIONAL
712ff8b1-2a8f-4d23-8600-29aef93b18d2,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210512.FIL.NUT,B00000115796,2021-05-12T19:31Z,2021-05-12T19:31Z,Florida International University,TDP,0.0347,milligramsPerLiter,"",-1,"",0,,OK,20220509T142322Z,PROVISIONAL
0a77499c-da98-46e3-a5ad-ff267533458a,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210512.FIL.NUT,B00000115796,2021-05-12T19:31Z,2021-05-12T19:31Z,Florida International University,Ortho - P,0.0219,milligramsPerLiter,"",-1,"",0,,OK,20220509T142322Z,PROVISIONAL
121a509f-3efd-4cdc-a399-d30a52d320f4,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210512.FIL,A00000114446,2021-05-12T19:31Z,2021-05-12T19:31Z,EcoCore_CSU,CO3,0.005,milligramsPerLiter,"",2,"",0,,OK,20220509T142322Z,PROVISIONAL
5451bce4-f515-4c27-a3d3-f6dc39c09443,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210512.FIL,A00000114446,2021-05-12T19:31Z,2021-05-12T19:31Z,EcoCore_CSU,HCO3,17.6176,milligramsPerLiter,"",2,"",0,,OK,20220509T142322Z,PROVISIONAL
582e8c57-3139-4673-a40e-eeec4e3bc5a6,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210512.FIL,A00000114446,2021-05-12T19:31Z,2021-05-12T19:31Z,EcoCore_CSU,Br,0.005,milligramsPerLiter,"",2,"",0,,OK,20220509T142322Z,PROVISIONAL
33900146-a66a-46d6-9125-016ecbe8fb0c,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210512.FIL,A00000114446,2021-05-12T19:31Z,2021-05-12T19:31Z,EcoCore_CSU,F,0.1333,milligramsPerLiter,"",2,"",0,,OK,20220509T142322Z,PROVISIONAL
e55ac607-2f76-4148-8bed-5bfa363b1c9e,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210512.FIL,A00000114446,2021-05-12T19:31Z,2021-05-12T19:31Z,EcoCore_CSU,SO4,1.8199,milligramsPerLiter,"",2,"",0,,OK,20220509T142322Z,PROVISIONAL
24d07446-5762-4bf3-a6e2-af48c67b72ac,D12,BLDE,BLDE.AOS.S2,BLDE.SS.20210512.FIL,A00000114446,2021-05-12T19:31Z,2021-05-12T19:31Z,EcoCore_CSU,Cl,0.7245,milligramsPerLiter,"",2,"",0,,OK,20220509T142322Z,PROVISIONAL
